transaction_id,customer_id,product_id,transaction_date,quantity,unit_price,total_amount,discount_applied,payment_method,shipping_cost,tax_amount,order_status,return_flag
TXN_00000701,CUST_001033,PROD_00772,2024-04-26,9,213.22,1533.65,0.26,Bank Transfer,0.0,113.6,Completed,False
TXN_00000702,CUST_000342,PROD_00839,2025-06-28,1,480.34,508.39,0.02,Credit Card,0.0,37.66,Shipped,False
TXN_00000703,CUST_001316,PROD_00148,2023-10-12,3,287.64,764.2,0.18,Debit Card,0.0,56.61,Completed,False
TXN_00000704,CUST_000753,PROD_00249,2023-09-18,6,251.55,1597.44,0.02,Debit Card,0.0,118.33,Completed,False
TXN_00000705,CUST_000608,PROD_00982,2024-05-29,6,91.24,443.43,0.25,Debit Card,0.0,32.85,Pending,False
TXN_00000706,CUST_001110,PROD_00694,2024-03-11,5,100.18,432.78,0.2,PayPal,0.0,32.06,Completed,False
TXN_00000707,CUST_000862,PROD_00062,2023-11-24,3,450.3,1298.48,0.11,Debit Card,0.0,96.18,Completed,False
TXN_00000708,CUST_001383,PROD_00306,2024-02-12,5,85.07,321.56,0.3,Bank Transfer,0.0,23.82,Completed,False
TXN_00000709,CUST_001454,PROD_00469,2024-07-07,7,345.41,2167.38,0.17,PayPal,0.0,160.55,Completed,True
TXN_00000710,CUST_000536,PROD_00540,2024-01-25,2,15.41,42.9,0.18,Debit Card,15.61,2.02,Completed,False
TXN_00000711,CUST_000369,PROD_00858,2025-04-23,9,54.95,400.58,0.25,Debit Card,0.0,29.67,Completed,False
TXN_00000712,CUST_000697,PROD_00854,2024-11-15,3,217.36,612.69,0.13,Debit Card,0.0,45.38,Completed,False
TXN_00000713,CUST_001337,PROD_00635,2025-04-23,1,301.46,325.58,0.0,Credit Card,0.0,24.12,Completed,False
TXN_00000714,CUST_001011,PROD_00609,2024-07-17,8,37.52,317.69,0.02,Debit Card,0.0,23.53,Completed,False
TXN_00000715,CUST_000323,PROD_00647,2024-05-09,1,235.89,211.45,0.17,PayPal,0.0,15.66,Shipped,False
TXN_00000716,CUST_001433,PROD_00662,2024-02-12,8,56.55,459.28,0.06,Credit Card,0.0,34.02,Shipped,False
TXN_00000717,CUST_001011,PROD_00449,2023-10-04,9,261.21,2386.63,0.06,PayPal,0.0,176.79,Completed,False
TXN_00000718,CUST_000038,PROD_00328,2025-02-15,5,422.42,1824.85,0.2,PayPal,0.0,135.17,Completed,False
TXN_00000719,CUST_001301,PROD_00266,2023-08-28,3,383.22,1142.3,0.08,Credit Card,0.0,84.61,Completed,False
TXN_00000720,CUST_001140,PROD_00856,2025-05-12,2,245.11,370.6,0.3,Debit Card,0.0,27.45,Cancelled,False
TXN_00000721,CUST_001426,PROD_00013,2024-08-09,5,405.3,1663.35,0.24,Credit Card,0.0,123.21,Completed,False
TXN_00000722,CUST_001055,PROD_00776,2023-10-13,7,35.98,231.21,0.15,PayPal,0.0,17.13,Completed,False
TXN_00000723,CUST_000434,PROD_00310,2024-03-17,5,429.33,2109.73,0.09,Credit Card,0.0,156.28,Completed,True
TXN_00000724,CUST_001298,PROD_00845,2024-06-20,9,29.46,214.76,0.25,Debit Card,0.0,15.91,Completed,False
TXN_00000725,CUST_001064,PROD_00044,2023-07-20,4,159.88,524.92,0.24,Credit Card,0.0,38.88,Completed,False
TXN_00000726,CUST_000149,PROD_00361,2024-12-15,5,411.95,1801.87,0.19,Credit Card,0.0,133.47,Shipped,False
TXN_00000727,CUST_000640,PROD_00290,2024-02-12,7,398.77,2261.02,0.25,Credit Card,0.0,167.48,Completed,False
TXN_00000728,CUST_000466,PROD_00446,2024-12-31,2,205.93,435.91,0.02,Credit Card,0.0,32.29,Shipped,False
TXN_00000729,CUST_001312,PROD_00271,2024-08-15,6,124.38,717.33,0.11,Credit Card,0.0,53.14,Completed,False
TXN_00000730,CUST_001373,PROD_00748,2025-03-05,5,295.85,1549.66,0.03,PayPal,0.0,114.79,Pending,False
TXN_00000731,CUST_001444,PROD_00899,2024-08-15,4,121.35,513.75,0.02,PayPal,0.0,38.06,Completed,False
TXN_00000732,CUST_000297,PROD_00682,2024-08-24,5,440.53,2331.29,0.02,Credit Card,0.0,172.69,Completed,False
TXN_00000733,CUST_000266,PROD_00776,2023-08-05,1,296.99,272.64,0.15,Debit Card,0.0,20.2,Completed,False
TXN_00000734,CUST_000927,PROD_00355,2024-11-04,5,420.64,2157.88,0.05,Debit Card,0.0,159.84,Completed,False
TXN_00000735,CUST_000254,PROD_00277,2023-07-26,2,166.87,331.6,0.08,Debit Card,0.0,24.56,Completed,False
TXN_00000736,CUST_001243,PROD_00098,2025-06-23,5,73.8,326.79,0.18,Debit Card,0.0,24.21,Pending,False
TXN_00000737,CUST_000950,PROD_00137,2024-04-01,2,238.85,495.28,0.04,Credit Card,0.0,36.69,Pending,False
TXN_00000738,CUST_000623,PROD_00219,2025-04-15,6,28.26,175.8,0.04,Debit Card,0.0,13.02,Completed,False
TXN_00000739,CUST_000694,PROD_00152,2025-06-24,8,471.65,3219.3,0.21,Credit Card,0.0,238.47,Shipped,False
TXN_00000740,CUST_001241,PROD_00396,2024-07-26,9,18.98,177.11,0.04,Debit Card,0.0,13.12,Shipped,False
TXN_00000741,CUST_000929,PROD_00583,2025-03-22,7,75.11,562.15,0.01,PayPal,0.0,41.64,Completed,False
TXN_00000742,CUST_000741,PROD_00513,2025-06-14,5,423.57,2081.42,0.09,Credit Card,0.0,154.18,Pending,False
TXN_00000743,CUST_000035,PROD_00061,2025-05-17,9,258.82,1786.17,0.29,Credit Card,0.0,132.31,Shipped,False
TXN_00000744,CUST_000310,PROD_00296,2023-08-31,3,157.67,378.03,0.26,PayPal,0.0,28.0,Completed,False
TXN_00000745,CUST_000771,PROD_00827,2023-07-31,9,312.22,2974.08,0.02,Credit Card,0.0,220.3,Completed,False
TXN_00000746,CUST_000093,PROD_00209,2025-02-16,6,454.3,2413.97,0.18,Credit Card,0.0,178.81,Completed,False
TXN_00000747,CUST_000672,PROD_00196,2024-03-15,8,297.23,2208.54,0.14,Credit Card,0.0,163.6,Completed,False
TXN_00000748,CUST_000336,PROD_00798,2023-12-19,1,84.76,102.16,0.03,Credit Card,13.36,6.58,Completed,False
TXN_00000749,CUST_001430,PROD_00695,2024-08-19,4,243.25,1050.84,0.0,PayPal,0.0,77.84,Pending,False
TXN_00000750,CUST_001239,PROD_00644,2025-02-22,3,490.93,1336.11,0.16,Credit Card,0.0,98.97,Completed,False
TXN_00000751,CUST_001292,PROD_00938,2024-11-20,4,452.67,1525.32,0.22,Bank Transfer,0.0,112.99,Completed,False
TXN_00000752,CUST_001491,PROD_00569,2025-05-16,4,199.06,636.36,0.26,Credit Card,0.0,47.14,Completed,False
TXN_00000753,CUST_000409,PROD_00556,2024-11-19,7,190.09,1178.41,0.18,Credit Card,0.0,87.29,Completed,False
TXN_00000754,CUST_000446,PROD_00868,2023-12-06,7,66.76,494.61,0.02,Credit Card,0.0,36.64,Pending,False
TXN_00000755,CUST_000005,PROD_00442,2024-12-22,6,91.46,420.79,0.29,Debit Card,0.0,31.17,Pending,False
TXN_00000756,CUST_000257,PROD_00655,2024-08-18,3,339.07,988.73,0.1,Credit Card,0.0,73.24,Pending,False
TXN_00000757,CUST_001239,PROD_00928,2024-07-11,8,217.58,1842.3,0.02,Credit Card,0.0,136.47,Shipped,False
TXN_00000758,CUST_001419,PROD_00356,2023-11-03,5,210.37,954.23,0.16,Debit Card,0.0,70.68,Cancelled,False
TXN_00000759,CUST_000001,PROD_00361,2025-01-22,8,336.75,2182.14,0.25,PayPal,0.0,161.64,Shipped,True
TXN_00000760,CUST_001301,PROD_00625,2025-01-25,4,336.8,1440.43,0.01,Debit Card,0.0,106.7,Shipped,False
TXN_00000761,CUST_001194,PROD_00127,2023-10-22,9,35.44,265.25,0.23,Credit Card,0.0,19.65,Shipped,False
TXN_00000762,CUST_000542,PROD_00686,2025-02-19,3,146.26,407.54,0.14,Debit Card,0.0,30.19,Completed,False
TXN_00000763,CUST_000785,PROD_00931,2023-12-03,9,461.6,3993.21,0.11,Debit Card,0.0,295.79,Shipped,False
TXN_00000764,CUST_000480,PROD_00599,2023-08-22,1,401.67,312.34,0.28,Credit Card,0.0,23.14,Completed,False
TXN_00000765,CUST_001424,PROD_00155,2025-03-23,2,334.54,650.34,0.1,Credit Card,0.0,48.17,Completed,False
TXN_00000766,CUST_000621,PROD_00686,2025-04-10,4,384.19,1178.39,0.29,Credit Card,0.0,87.29,Completed,False
TXN_00000767,CUST_000901,PROD_00174,2023-08-20,1,344.26,278.86,0.25,Credit Card,0.0,20.66,Completed,False
TXN_00000768,CUST_000387,PROD_00871,2024-02-07,4,99.45,390.96,0.09,Debit Card,0.0,28.96,Completed,False
TXN_00000769,CUST_000714,PROD_00184,2023-11-09,5,313.93,1508.75,0.11,Debit Card,0.0,111.76,Completed,False
TXN_00000770,CUST_001315,PROD_00236,2024-12-11,5,401.84,1584.06,0.27,Credit Card,0.0,117.34,Completed,False
TXN_00000771,CUST_001088,PROD_00792,2023-08-08,4,475.33,1991.82,0.03,Debit Card,0.0,147.54,Completed,False
TXN_00000772,CUST_000491,PROD_00707,2025-03-27,5,210.19,976.13,0.14,Credit Card,0.0,72.31,Completed,False
TXN_00000773,CUST_001062,PROD_00858,2024-10-16,8,274.47,1920.86,0.19,Credit Card,0.0,142.29,Pending,False
TXN_00000774,CUST_001075,PROD_00325,2024-07-17,5,26.28,105.02,0.26,Debit Card,0.0,7.78,Completed,False
TXN_00000775,CUST_001416,PROD_00716,2023-12-09,9,22.78,216.99,0.02,Credit Card,0.0,16.07,Cancelled,False
TXN_00000776,CUST_000931,PROD_00294,2025-01-19,3,319.85,839.42,0.19,Credit Card,0.0,62.18,Completed,False
TXN_00000777,CUST_000275,PROD_00317,2024-05-25,6,432.95,2272.47,0.19,Credit Card,0.0,168.33,Completed,False
TXN_00000778,CUST_000242,PROD_00108,2024-05-13,1,110.38,114.44,0.04,Credit Card,0.0,8.48,Completed,False
TXN_00000779,CUST_000068,PROD_00873,2023-08-06,7,37.32,265.22,0.06,PayPal,0.0,19.65,Shipped,False
TXN_00000780,CUST_000906,PROD_00134,2025-02-03,9,165.09,1556.54,0.03,Credit Card,0.0,115.3,Completed,True
TXN_00000781,CUST_001288,PROD_00362,2023-11-27,9,177.71,1537.34,0.11,Debit Card,0.0,113.88,Completed,True
TXN_00000782,CUST_000500,PROD_00786,2024-11-09,8,288.12,1842.12,0.26,Credit Card,0.0,136.45,Completed,False
TXN_00000783,CUST_001190,PROD_00648,2024-03-18,2,393.59,765.14,0.1,PayPal,0.0,56.68,Completed,False
TXN_00000784,CUST_001363,PROD_00243,2023-09-27,9,406.94,2887.49,0.27,Debit Card,0.0,213.89,Completed,False
TXN_00000785,CUST_000064,PROD_00974,2024-05-24,6,114.25,614.48,0.17,Debit Card,0.0,45.52,Completed,True
TXN_00000786,CUST_001489,PROD_00698,2024-01-12,4,444.56,1824.48,0.05,Credit Card,0.0,135.15,Completed,False
TXN_00000787,CUST_000737,PROD_00048,2023-10-22,7,196.11,1349.16,0.09,Credit Card,0.0,99.94,Completed,False
TXN_00000788,CUST_000948,PROD_00931,2024-05-21,7,280.5,1844.9,0.13,Debit Card,0.0,136.66,Completed,False
TXN_00000789,CUST_000353,PROD_00079,2023-10-11,1,385.12,341.06,0.18,Debit Card,0.0,25.26,Cancelled,False
TXN_00000790,CUST_000698,PROD_00332,2024-06-02,9,286.88,2286.54,0.18,Debit Card,0.0,169.37,Shipped,False
TXN_00000791,CUST_000686,PROD_00808,2023-08-01,6,204.85,1008.85,0.24,Credit Card,0.0,74.73,Completed,False
TXN_00000792,CUST_000594,PROD_00090,2025-04-03,8,234.86,1643.64,0.19,Credit Card,0.0,121.75,Completed,False
TXN_00000793,CUST_000429,PROD_00117,2023-12-24,1,447.15,362.19,0.25,PayPal,0.0,26.83,Completed,False
TXN_00000794,CUST_000365,PROD_00990,2025-04-05,9,434.19,3460.67,0.18,Credit Card,0.0,256.35,Shipped,False
TXN_00000795,CUST_000031,PROD_00787,2023-07-07,5,463.75,2278.86,0.09,Credit Card,0.0,168.8,Completed,False
TXN_00000796,CUST_001204,PROD_00579,2025-04-21,7,259.94,1650.73,0.16,Debit Card,0.0,122.28,Shipped,False
TXN_00000797,CUST_001445,PROD_00382,2024-06-08,5,108.25,520.25,0.11,Credit Card,0.0,38.54,Completed,False
TXN_00000798,CUST_000590,PROD_00661,2023-09-02,2,107.17,185.19,0.2,Credit Card,0.0,13.72,Shipped,False
TXN_00000799,CUST_000295,PROD_00464,2024-05-11,8,371.41,2663.45,0.17,PayPal,0.0,197.29,Completed,False
TXN_00000800,CUST_000688,PROD_00133,2024-07-08,1,255.84,240.39,0.13,Debit Card,0.0,17.81,Completed,False
TXN_00000801,CUST_001338,PROD_00158,2023-07-19,2,192.21,303.08,0.27,Debit Card,0.0,22.45,Completed,False
TXN_00000802,CUST_000343,PROD_00964,2025-02-20,2,392.47,695.14,0.18,Debit Card,0.0,51.49,Completed,False
TXN_00000803,CUST_001259,PROD_00517,2024-11-25,5,354.38,1358.69,0.29,Debit Card,0.0,100.64,Shipped,False
TXN_00000804,CUST_000538,PROD_00323,2025-01-18,3,113.83,346.68,0.06,Debit Card,0.0,25.68,Completed,False
TXN_00000805,CUST_000317,PROD_00458,2023-09-14,9,290.07,2114.61,0.25,PayPal,0.0,156.64,Completed,False
TXN_00000806,CUST_000693,PROD_00220,2025-05-01,5,347.47,1501.07,0.2,PayPal,0.0,111.19,Completed,False
TXN_00000807,CUST_001478,PROD_00680,2023-12-29,1,420.17,390.26,0.14,Debit Card,0.0,28.91,Shipped,False
TXN_00000808,CUST_001492,PROD_00970,2024-07-29,6,137.48,864.14,0.03,Debit Card,0.0,64.01,Pending,False
TXN_00000809,CUST_000072,PROD_00647,2024-10-03,2,469.81,984.34,0.03,Credit Card,0.0,72.91,Pending,False
TXN_00000810,CUST_000341,PROD_00384,2024-12-25,3,299.91,923.12,0.05,Debit Card,0.0,68.38,Completed,False
TXN_00000811,CUST_001346,PROD_00582,2024-07-18,3,378.25,1078.47,0.12,Credit Card,0.0,79.89,Completed,False
TXN_00000812,CUST_001226,PROD_00700,2025-02-08,5,205.97,1089.99,0.02,PayPal,0.0,80.74,Pending,False
TXN_00000813,CUST_000623,PROD_00914,2024-11-04,6,305.73,1842.45,0.07,Bank Transfer,0.0,136.48,Shipped,False
TXN_00000814,CUST_000598,PROD_00329,2024-08-31,8,485.93,3148.83,0.25,Credit Card,0.0,233.25,Completed,False
TXN_00000815,CUST_001371,PROD_00769,2025-01-24,2,320.32,629.62,0.09,Debit Card,0.0,46.64,Pending,False
TXN_00000816,CUST_001441,PROD_00111,2024-11-06,1,279.56,265.69,0.12,Bank Transfer,0.0,19.68,Completed,False
TXN_00000817,CUST_000159,PROD_00548,2023-12-22,4,323.54,1020.32,0.27,PayPal,0.0,75.58,Completed,False
TXN_00000818,CUST_000495,PROD_00019,2024-09-25,8,352.99,3049.83,0.0,Credit Card,0.0,225.91,Completed,False
TXN_00000819,CUST_001189,PROD_00475,2025-03-02,5,482.25,2526.02,0.03,Bank Transfer,0.0,187.11,Completed,False
TXN_00000820,CUST_001288,PROD_00665,2024-06-02,5,151.88,795.55,0.03,Debit Card,0.0,58.93,Completed,False
TXN_00000821,CUST_001207,PROD_00458,2023-09-20,1,211.34,180.32,0.21,PayPal,0.0,13.36,Completed,True
TXN_00000822,CUST_000798,PROD_00349,2025-02-23,9,176.87,1358.15,0.21,Credit Card,0.0,100.6,Completed,False
TXN_00000823,CUST_001021,PROD_00300,2023-12-14,2,116.39,218.72,0.13,Credit Card,0.0,16.2,Shipped,False
TXN_00000824,CUST_000702,PROD_00163,2024-06-15,8,38.04,315.52,0.04,Debit Card,0.0,23.37,Completed,False
TXN_00000825,CUST_000494,PROD_00622,2023-07-26,4,54.07,212.56,0.09,Credit Card,0.0,15.75,Completed,False
TXN_00000826,CUST_000168,PROD_00113,2024-11-24,3,99.72,235.86,0.27,PayPal,0.0,17.47,Pending,False
TXN_00000827,CUST_000162,PROD_00331,2024-09-14,5,33.76,171.36,0.06,Credit Card,0.0,12.69,Completed,False
TXN_00000828,CUST_000092,PROD_00658,2024-09-19,3,93.06,235.18,0.22,Debit Card,0.0,17.42,Completed,False
TXN_00000829,CUST_001428,PROD_00135,2023-07-16,3,407.59,1096.09,0.17,Credit Card,0.0,81.19,Completed,False
TXN_00000830,CUST_000917,PROD_00035,2023-08-18,1,78.22,98.08,0.11,Debit Card,22.89,5.57,Completed,False
TXN_00000831,CUST_001085,PROD_00438,2023-08-06,4,487.6,1748.34,0.17,PayPal,0.0,129.51,Completed,False
TXN_00000832,CUST_001024,PROD_00820,2024-05-04,4,392.98,1307.21,0.23,PayPal,0.0,96.83,Completed,False
TXN_00000833,CUST_001187,PROD_00898,2025-04-18,4,264.98,835.64,0.27,Credit Card,0.0,61.9,Completed,False
TXN_00000834,CUST_000075,PROD_00365,2024-12-28,3,31.69,116.6,0.02,PayPal,15.98,7.45,Pending,False
TXN_00000835,CUST_001028,PROD_00973,2025-04-18,6,47.51,224.74,0.27,PayPal,0.0,16.65,Shipped,False
TXN_00000836,CUST_000407,PROD_00201,2024-10-14,8,367.49,2413.09,0.24,Debit Card,0.0,178.75,Completed,False
TXN_00000837,CUST_000971,PROD_00781,2025-04-22,9,167.07,1477.76,0.09,Credit Card,0.0,109.46,Completed,False
TXN_00000838,CUST_000673,PROD_00713,2024-11-11,7,100.77,716.12,0.06,Bank Transfer,0.0,53.05,Completed,False
TXN_00000839,CUST_001492,PROD_00795,2024-09-30,2,473.34,807.71,0.21,PayPal,0.0,59.83,Completed,False
TXN_00000840,CUST_001005,PROD_00205,2024-11-03,1,165.89,170.21,0.05,PayPal,0.0,12.61,Completed,True
TXN_00000841,CUST_000217,PROD_00528,2024-12-03,7,414.82,2916.52,0.07,Debit Card,0.0,216.04,Cancelled,False
TXN_00000842,CUST_000349,PROD_00277,2024-05-05,1,185.47,164.26,0.18,Bank Transfer,0.0,12.17,Shipped,False
TXN_00000843,CUST_000371,PROD_00397,2025-06-16,8,136.72,1004.08,0.15,Credit Card,0.0,74.38,Completed,True
TXN_00000844,CUST_000065,PROD_00841,2025-02-03,7,180.0,993.38,0.27,Credit Card,0.0,73.58,Completed,False
TXN_00000845,CUST_000384,PROD_00198,2023-10-30,6,36.68,202.04,0.15,PayPal,0.0,14.97,Completed,False
TXN_00000846,CUST_000078,PROD_00861,2025-06-27,6,469.93,2862.44,0.06,Bank Transfer,0.0,212.03,Completed,True
TXN_00000847,CUST_001186,PROD_00422,2025-05-03,5,374.28,1596.68,0.21,Debit Card,0.0,118.27,Completed,False
TXN_00000848,CUST_000025,PROD_00687,2023-08-10,4,158.25,649.46,0.05,Debit Card,0.0,48.11,Shipped,True
TXN_00000849,CUST_000573,PROD_00684,2024-07-04,4,186.72,653.37,0.19,Credit Card,0.0,48.4,Completed,False
TXN_00000850,CUST_001435,PROD_00179,2024-11-08,4,416.51,1655.38,0.08,Credit Card,0.0,122.62,Completed,False
TXN_00000851,CUST_000062,PROD_00487,2024-08-11,1,143.98,125.95,0.19,Debit Card,0.0,9.33,Completed,False
TXN_00000852,CUST_000446,PROD_00542,2024-11-03,2,77.17,128.35,0.23,Bank Transfer,0.0,9.51,Completed,False
TXN_00000853,CUST_001341,PROD_00915,2024-03-12,9,186.45,1631.06,0.1,Debit Card,0.0,120.82,Completed,False
TXN_00000854,CUST_000901,PROD_00841,2025-04-28,1,356.8,369.93,0.04,Credit Card,0.0,27.4,Shipped,False
TXN_00000855,CUST_001480,PROD_00095,2025-03-24,5,366.99,1387.22,0.3,Debit Card,0.0,102.76,Completed,False
TXN_00000856,CUST_000907,PROD_00876,2024-05-01,7,315.46,1717.11,0.28,Credit Card,0.0,127.19,Completed,False
TXN_00000857,CUST_000451,PROD_00865,2023-07-30,9,491.47,4012.75,0.16,Debit Card,0.0,297.24,Completed,True
TXN_00000858,CUST_001363,PROD_00284,2025-07-04,7,179.36,1301.72,0.04,Bank Transfer,0.0,96.42,Completed,False
TXN_00000859,CUST_000370,PROD_00784,2024-09-27,6,371.53,2190.83,0.09,Credit Card,0.0,162.28,Completed,False
TXN_00000860,CUST_000197,PROD_00019,2024-02-17,3,308.54,699.76,0.3,PayPal,0.0,51.83,Completed,False
TXN_00000861,CUST_001226,PROD_00365,2024-02-20,3,498.78,1244.35,0.23,Debit Card,0.0,92.17,Completed,False
TXN_00000862,CUST_001044,PROD_00623,2023-11-17,7,255.11,1427.19,0.26,Debit Card,0.0,105.72,Completed,False
TXN_00000863,CUST_001170,PROD_00131,2024-04-05,2,359.48,559.06,0.28,Debit Card,0.0,41.41,Completed,False
TXN_00000864,CUST_000113,PROD_00977,2024-01-15,2,94.94,168.16,0.18,Debit Card,0.0,12.46,Completed,False
TXN_00000865,CUST_000171,PROD_00663,2024-09-15,8,255.17,1807.83,0.18,Credit Card,0.0,133.91,Pending,False
TXN_00000866,CUST_000520,PROD_00127,2024-12-07,6,489.47,2918.02,0.08,Bank Transfer,0.0,216.15,Completed,False
TXN_00000867,CUST_000587,PROD_00535,2024-09-05,1,54.29,67.85,0.24,Credit Card,23.29,3.3,Completed,False
TXN_00000868,CUST_000058,PROD_00497,2024-02-10,3,156.17,399.73,0.21,Credit Card,0.0,29.61,Completed,False
TXN_00000869,CUST_000990,PROD_00057,2024-10-06,8,338.69,2311.76,0.21,Debit Card,0.0,171.24,Completed,False
TXN_00000870,CUST_000662,PROD_00577,2024-01-06,3,57.67,170.04,0.09,Debit Card,0.0,12.6,Completed,False
TXN_00000871,CUST_001201,PROD_00814,2024-03-15,5,229.81,1067.23,0.14,PayPal,0.0,79.05,Completed,False
TXN_00000872,CUST_000188,PROD_00378,2025-06-03,1,365.77,335.77,0.15,Debit Card,0.0,24.87,Completed,False
TXN_00000873,CUST_001409,PROD_00547,2024-02-21,5,350.34,1608.06,0.15,Credit Card,0.0,119.12,Completed,False
TXN_00000874,CUST_001146,PROD_00221,2023-10-21,8,76.68,629.39,0.05,Credit Card,0.0,46.62,Completed,False
TXN_00000875,CUST_000552,PROD_00011,2024-01-24,5,131.88,669.43,0.06,Credit Card,0.0,49.59,Completed,False
TXN_00000876,CUST_001157,PROD_00672,2025-03-23,2,41.13,89.78,0.08,PayPal,8.05,6.05,Completed,False
TXN_00000877,CUST_000358,PROD_00270,2024-03-27,3,274.14,648.4,0.27,Debit Card,0.0,48.03,Completed,False
TXN_00000878,CUST_000815,PROD_00273,2025-05-13,2,284.58,553.22,0.1,PayPal,0.0,40.98,Completed,False
TXN_00000879,CUST_000113,PROD_00690,2025-01-26,2,85.72,177.75,0.04,Credit Card,0.0,13.17,Completed,False
TXN_00000880,CUST_000045,PROD_00667,2024-05-01,2,430.27,799.27,0.14,Bank Transfer,0.0,59.21,Completed,True
TXN_00000881,CUST_000702,PROD_00752,2024-04-30,3,219.53,654.37,0.08,Debit Card,0.0,48.47,Completed,False
TXN_00000882,CUST_000204,PROD_00780,2024-12-01,6,320.89,1829.84,0.12,Credit Card,0.0,135.54,Completed,False
TXN_00000883,CUST_000216,PROD_00007,2025-04-21,9,413.28,3374.35,0.16,Credit Card,0.0,249.95,Shipped,False
TXN_00000884,CUST_000938,PROD_00653,2025-02-14,7,243.21,1526.09,0.17,Debit Card,0.0,113.04,Completed,False
TXN_00000885,CUST_000514,PROD_00609,2025-03-31,2,145.11,260.15,0.17,Debit Card,0.0,19.27,Completed,True
TXN_00000886,CUST_000993,PROD_00746,2024-01-28,8,392.33,2982.96,0.12,PayPal,0.0,220.96,Cancelled,False
TXN_00000887,CUST_000685,PROD_00035,2024-01-29,7,49.97,370.21,0.02,Credit Card,0.0,27.42,Completed,False
TXN_00000888,CUST_000448,PROD_00380,2023-09-18,1,177.2,153.1,0.2,PayPal,0.0,11.34,Shipped,False
TXN_00000889,CUST_001432,PROD_00775,2025-06-15,1,347.08,266.14,0.29,PayPal,0.0,19.71,Completed,False
TXN_00000890,CUST_001329,PROD_00153,2024-01-02,2,328.77,525.51,0.26,Credit Card,0.0,38.93,Completed,False
TXN_00000891,CUST_000329,PROD_00441,2024-08-04,1,262.56,238.19,0.16,PayPal,0.0,17.64,Completed,False
TXN_00000892,CUST_001389,PROD_00474,2024-05-08,3,434.53,1055.91,0.25,Credit Card,0.0,78.22,Completed,False
TXN_00000893,CUST_000565,PROD_00821,2025-04-13,4,478.89,2068.8,0.0,Debit Card,0.0,153.24,Completed,False
TXN_00000894,CUST_001383,PROD_00365,2024-08-10,2,146.73,297.92,0.06,Debit Card,0.0,22.07,Completed,False
TXN_00000895,CUST_001136,PROD_00258,2023-11-24,6,343.58,1803.38,0.19,Credit Card,0.0,133.58,Cancelled,False
TXN_00000896,CUST_000804,PROD_00465,2024-02-07,3,258.36,627.81,0.25,Credit Card,0.0,46.5,Completed,True
TXN_00000897,CUST_000132,PROD_00500,2023-09-22,7,38.27,237.24,0.18,PayPal,0.0,17.57,Cancelled,False
TXN_00000898,CUST_001345,PROD_00653,2023-09-24,3,155.26,422.56,0.16,Debit Card,0.0,31.3,Completed,False
TXN_00000899,CUST_000650,PROD_00149,2024-03-09,7,266.8,1674.12,0.17,Credit Card,0.0,124.01,Completed,False
TXN_00000900,CUST_000648,PROD_00707,2025-03-31,3,398.55,903.92,0.3,PayPal,0.0,66.96,Completed,False
TXN_00000901,CUST_000070,PROD_00188,2023-12-28,1,483.98,423.38,0.19,Credit Card,0.0,31.36,Completed,False
TXN_00000902,CUST_000854,PROD_00335,2024-07-21,4,13.08,59.86,0.19,Credit Card,14.09,3.39,Completed,False
TXN_00000903,CUST_000842,PROD_00066,2024-03-20,9,192.53,1590.68,0.15,Debit Card,0.0,117.83,Completed,False
TXN_00000904,CUST_000995,PROD_00726,2024-01-10,1,219.72,204.08,0.14,Debit Card,0.0,15.12,Pending,False
TXN_00000905,CUST_001010,PROD_00441,2023-07-31,2,464.38,982.99,0.02,Credit Card,0.0,72.81,Completed,False
TXN_00000906,CUST_000315,PROD_00953,2025-03-03,5,18.38,100.22,0.0,Debit Card,0.97,7.35,Completed,False
TXN_00000907,CUST_001361,PROD_00253,2023-10-24,6,208.54,1189.18,0.12,PayPal,0.0,88.09,Completed,False
TXN_00000908,CUST_001433,PROD_00749,2024-11-02,8,175.63,1456.75,0.04,Credit Card,0.0,107.91,Completed,False
TXN_00000909,CUST_001219,PROD_00920,2024-12-04,6,45.08,230.77,0.21,PayPal,0.0,17.09,Completed,False
TXN_00000910,CUST_000788,PROD_00658,2024-03-15,2,90.15,157.72,0.19,Debit Card,0.0,11.68,Completed,False
TXN_00000911,CUST_001283,PROD_00966,2025-03-10,5,408.78,2163.26,0.02,Bank Transfer,0.0,160.24,Completed,False
TXN_00000912,CUST_001048,PROD_00765,2023-09-15,7,144.6,808.95,0.26,Credit Card,0.0,59.92,Completed,False
TXN_00000913,CUST_000659,PROD_00726,2024-02-11,7,216.71,1425.34,0.13,Credit Card,0.0,105.58,Completed,False
TXN_00000914,CUST_000475,PROD_00045,2024-09-25,6,70.95,445.96,0.03,Debit Card,0.0,33.03,Completed,False
TXN_00000915,CUST_000247,PROD_00816,2024-10-12,7,172.9,1294.06,0.01,Credit Card,0.0,95.86,Shipped,False
TXN_00000916,CUST_000338,PROD_00679,2024-07-15,9,356.61,3362.27,0.03,Bank Transfer,0.0,249.06,Completed,False
TXN_00000917,CUST_000300,PROD_00173,2024-09-27,4,495.61,1584.37,0.26,Credit Card,0.0,117.36,Completed,False
TXN_00000918,CUST_001427,PROD_00898,2024-12-01,4,128.93,484.57,0.13,Credit Card,0.0,35.89,Completed,False
TXN_00000919,CUST_000080,PROD_00966,2023-10-02,6,362.59,1973.65,0.16,Debit Card,0.0,146.2,Completed,False
